,Date,MetaData,raw_text,text
165,Mon Feb 11 19:20:17 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kzWnTLKWvA', 'expanded_url': 'https://www.livemint.com/industry/media/morning-commute-rush-hour-for-binge-watching-on-amazon-prime-netflix-hotstar-1549911802198.html', 'display_url': 'livemint.com/industry/media…', 'indices': [79, 102]}], 'media': [{'id': 1095039811696480256, 'id_str': '1095039811696480256', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/DzJc6C8UUAAixEP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJc6C8UUAAixEP.jpg', 'url': 'https://t.co/0L2M7OvUQC', 'display_url': 'pic.twitter.com/0L2M7OvUQC', 'expanded_url': 'https://twitter.com/livemint/status/1095039840377159681/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Morning commute rush hour for binge-watching on Amazon Prime, Netflix, Hotstar
https://t.co/kzWnTLKWvA https://t.co/0L2M7OvUQC","Morning commute rush hour for binge-watching on Amazon Prime, Netflix, Hotstar
https://www.livemint.com/industry/media/morning-commute-rush-hour-for-binge-watching-on-amazon-prime-netflix-hotstar-1549911802198.html …pic.twitter.com/0L2M7OvUQC"
166,Mon Feb 11 19:18:56 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/T81IqLWWfI', 'expanded_url': 'https://www.livemint.com/news/world/jeff-bezos-selfie-controversy-triggers-alarm-for-billionaires-worldwide-1549908961804.html', 'display_url': 'livemint.com/news/world/jef…', 'indices': [72, 95]}], 'media': [{'id': 1095039485568462848, 'id_str': '1095039485568462848', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/DzJcnEBVsAAZPAn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJcnEBVsAAZPAn.jpg', 'url': 'https://t.co/TNHuPsGtjv', 'display_url': 'pic.twitter.com/TNHuPsGtjv', 'expanded_url': 'https://twitter.com/livemint/status/1095039498830770176/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Jeff Bezos selfie controversy triggers alarm for billionaires worldwide
https://t.co/T81IqLWWfI https://t.co/TNHuPsGtjv","Jeff Bezos selfie controversy triggers alarm for billionaires worldwide
https://www.livemint.com/news/world/jeff-bezos-selfie-controversy-triggers-alarm-for-billionaires-worldwide-1549908961804.html …pic.twitter.com/TNHuPsGtjv"
167,Mon Feb 11 19:02:43 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IXBH26yVKF', 'expanded_url': 'https://www.livemint.com/politics/policy/piyush-goyal-s-interim-budget-passed-by-lok-sabha-1549911117258.html', 'display_url': 'livemint.com/politics/polic…', 'indices': [50, 73]}], 'media': [{'id': 1095035413666750464, 'id_str': '1095035413666750464', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DzJY6DAUYAAzRC3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJY6DAUYAAzRC3.jpg', 'url': 'https://t.co/mStltp0nlN', 'display_url': 'pic.twitter.com/mStltp0nlN', 'expanded_url': 'https://twitter.com/livemint/status/1095035420985909249/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Piyush Goyal's interim budget passed by Lok Sabha
https://t.co/IXBH26yVKF https://t.co/mStltp0nlN","Piyush Goyal's interim budget passed by Lok Sabha
https://www.livemint.com/politics/policy/piyush-goyal-s-interim-budget-passed-by-lok-sabha-1549911117258.html …pic.twitter.com/mStltp0nlN"
168,Mon Feb 11 19:02:08 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cbJkkbLAC4', 'expanded_url': 'https://www.livemint.com/industry/media/politicians-close-ranks-step-up-heat-on-twitter-1549910315357.html', 'display_url': 'livemint.com/industry/media…', 'indices': [49, 72]}], 'media': [{'id': 1095035259303784449, 'id_str': '1095035259303784449', 'indices': [73, 96], 'media_url': 'http://pbs.twimg.com/media/DzJYxD9UcAEaGY8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJYxD9UcAEaGY8.jpg', 'url': 'https://t.co/OtmkEHyqOy', 'display_url': 'pic.twitter.com/OtmkEHyqOy', 'expanded_url': 'https://twitter.com/livemint/status/1095035271035252736/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Politicians close ranks, step up heat on Twitter
https://t.co/cbJkkbLAC4 https://t.co/OtmkEHyqOy","Politicians close ranks, step up heat on Twitter
https://www.livemint.com/industry/media/politicians-close-ranks-step-up-heat-on-twitter-1549910315357.html …pic.twitter.com/OtmkEHyqOy"
169,Mon Feb 11 18:52:14 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cJcN7PxSRJ', 'expanded_url': 'https://www.livemint.com/news/world/mike-pompeo-warns-allies-huawei-presence-complicates-partnership-with-us-1549910769972.html', 'display_url': 'livemint.com/news/world/mik…', 'indices': [73, 96]}], 'media': [{'id': 1095032706952392704, 'id_str': '1095032706952392704', 'indices': [97, 120], 'media_url': 'http://pbs.twimg.com/media/DzJWcftU8AAHsWe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJWcftU8AAHsWe.jpg', 'url': 'https://t.co/GwME03gCwe', 'display_url': 'pic.twitter.com/GwME03gCwe', 'expanded_url': 'https://twitter.com/livemint/status/1095032780268888064/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Mike Pompeo warns allies Huawei presence complicates partnership with US
https://t.co/cJcN7PxSRJ https://t.co/GwME03gCwe","Mike Pompeo warns allies Huawei presence complicates partnership with US
https://www.livemint.com/news/world/mike-pompeo-warns-allies-huawei-presence-complicates-partnership-with-us-1549910769972.html …pic.twitter.com/GwME03gCwe"
170,Mon Feb 11 18:19:59 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AoMlK0upKn', 'expanded_url': 'https://www.livemint.com/companies/news/monsanto-wins-arbitration-ruling-over-royalties-from-indian-seed-comp-1549908663204.html', 'display_url': 'livemint.com/companies/news…', 'indices': [73, 96]}], 'media': [{'id': 1095024644762013697, 'id_str': '1095024644762013697', 'indices': [97, 120], 'media_url': 'http://pbs.twimg.com/media/DzJPHNtWkAEVagh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJPHNtWkAEVagh.jpg', 'url': 'https://t.co/6l2wI2tduu', 'display_url': 'pic.twitter.com/6l2wI2tduu', 'expanded_url': 'https://twitter.com/livemint/status/1095024666425479168/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Monsanto wins arbitration ruling over royalties from Indian seed company
https://t.co/AoMlK0upKn https://t.co/6l2wI2tduu","Monsanto wins arbitration ruling over royalties from Indian seed company
https://www.livemint.com/companies/news/monsanto-wins-arbitration-ruling-over-royalties-from-indian-seed-comp-1549908663204.html …pic.twitter.com/6l2wI2tduu"
171,Mon Feb 11 18:13:19 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/81HxyPRAsT', 'expanded_url': 'https://www.livemint.com/science/health/100-years-on-india-is-still-seen-as-vulnerable-to-influenza-pandemic-1549905479358.html', 'display_url': 'livemint.com/science/health…', 'indices': [70, 93]}], 'media': [{'id': 1095022976154636289, 'id_str': '1095022976154636289', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/DzJNmFqWkAEPMu1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJNmFqWkAEPMu1.jpg', 'url': 'https://t.co/Hiump0FfQY', 'display_url': 'pic.twitter.com/Hiump0FfQY', 'expanded_url': 'https://twitter.com/livemint/status/1095022987441405952/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","100 years on, India is still seen as vulnerable to influenza pandemic
https://t.co/81HxyPRAsT https://t.co/Hiump0FfQY","100 years on, India is still seen as vulnerable to influenza pandemic
https://www.livemint.com/science/health/100-years-on-india-is-still-seen-as-vulnerable-to-influenza-pandemic-1549905479358.html …pic.twitter.com/Hiump0FfQY"
172,Mon Feb 11 18:12:56 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5Jdm1JkBKr', 'expanded_url': 'https://www.livemint.com/politics/policy/in-kerala-congress-and-cpm-tap-on-mutual-strengths-to-take-on-bjp-in-ls-polls-1549905872112.html', 'display_url': 'livemint.com/politics/polic…', 'indices': [86, 109]}], 'media': [{'id': 1095022882361626624, 'id_str': '1095022882361626624', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/DzJNgoQW0AAamqT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJNgoQW0AAamqT.jpg', 'url': 'https://t.co/GnHmKrOYvX', 'display_url': 'pic.twitter.com/GnHmKrOYvX', 'expanded_url': 'https://twitter.com/livemint/status/1095022891370860544/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","In Kerala, Congress and CPM tap on mutual strengths to take on BJP in Lok Sabha polls
https://t.co/5Jdm1JkBKr https://t.co/GnHmKrOYvX","In Kerala, Congress and CPM tap on mutual strengths to take on BJP in Lok Sabha polls
https://www.livemint.com/politics/policy/in-kerala-congress-and-cpm-tap-on-mutual-strengths-to-take-on-bjp-in-ls-polls-1549905872112.html …pic.twitter.com/GnHmKrOYvX"
173,Mon Feb 11 18:12:31 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/MZyj6rFtfJ', 'expanded_url': 'https://www.livemint.com/politics/news/priyanka-hits-the-road-in-up-congress-hope-comes-alive-1549906792687.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [56, 79]}], 'media': [{'id': 1095022774295412736, 'id_str': '1095022774295412736', 'indices': [80, 103], 'media_url': 'http://pbs.twimg.com/media/DzJNaVrXQAAuL-Z.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJNaVrXQAAuL-Z.jpg', 'url': 'https://t.co/TCazVrAAFJ', 'display_url': 'pic.twitter.com/TCazVrAAFJ', 'expanded_url': 'https://twitter.com/livemint/status/1095022786869846016/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Priyanka hits the road in UP, Congress hope comes alive
https://t.co/MZyj6rFtfJ https://t.co/TCazVrAAFJ","Priyanka hits the road in UP, Congress hope comes alive
https://www.livemint.com/politics/news/priyanka-hits-the-road-in-up-congress-hope-comes-alive-1549906792687.html …pic.twitter.com/TCazVrAAFJ"
174,Mon Feb 11 18:12:09 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aG7lJaupgZ', 'expanded_url': 'https://www.livemint.com/politics/news/probe-ordered-into-yeddyurappa-s-role-in-poaching-cong-jd-s-mlas-1549907344824.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [67, 90]}], 'media': [{'id': 1095022683220258818, 'id_str': '1095022683220258818', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/DzJNVCZWsAIN4Pe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJNVCZWsAIN4Pe.jpg', 'url': 'https://t.co/NdgxIOHNC1', 'display_url': 'pic.twitter.com/NdgxIOHNC1', 'expanded_url': 'https://twitter.com/livemint/status/1095022694754480128/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Probe ordered into Yeddyurappa’s role in poaching Cong, JD(S) MLAs
https://t.co/aG7lJaupgZ https://t.co/NdgxIOHNC1","Probe ordered into Yeddyurappa’s role in poaching Cong, JD(S) MLAs
https://www.livemint.com/politics/news/probe-ordered-into-yeddyurappa-s-role-in-poaching-cong-jd-s-mlas-1549907344824.html …pic.twitter.com/NdgxIOHNC1"
175,Mon Feb 11 18:11:40 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wkQ57vsWyO', 'expanded_url': 'https://www.livemint.com/politics/news/looking-to-improve-tally-in-polls-bjp-focuses-on-n-e-odisha-south-1549907710920.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [69, 92]}], 'media': [{'id': 1095022564903141376, 'id_str': '1095022564903141376', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/DzJNOJoWwAAGVhe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJNOJoWwAAGVhe.jpg', 'url': 'https://t.co/oALGRkxl42', 'display_url': 'pic.twitter.com/oALGRkxl42', 'expanded_url': 'https://twitter.com/livemint/status/1095022574398955520/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Looking to improve tally in polls, BJP focuses on N-E, Odisha, south
https://t.co/wkQ57vsWyO https://t.co/oALGRkxl42","Looking to improve tally in polls, BJP focuses on N-E, Odisha, south
https://www.livemint.com/politics/news/looking-to-improve-tally-in-polls-bjp-focuses-on-n-e-odisha-south-1549907710920.html …pic.twitter.com/oALGRkxl42"
176,Mon Feb 11 18:04:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gJKuKWVUOS', 'expanded_url': 'https://www.livemint.com/politics/news/where-is-child-labour-most-common-in-india-1549906952167.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [44, 67]}], 'media': [{'id': 1095020586252697600, 'id_str': '1095020586252697600', 'indices': [68, 91], 'media_url': 'http://pbs.twimg.com/media/DzJLa-lVAAAzr9E.png', 'media_url_https': 'https://pbs.twimg.com/media/DzJLa-lVAAAzr9E.png', 'url': 'https://t.co/YByxBbNPmE', 'display_url': 'pic.twitter.com/YByxBbNPmE', 'expanded_url': 'https://twitter.com/livemint/status/1095020641533583361/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 616, 'h': 685, 'resize': 'fit'}, 'small': {'w': 612, 'h': 680, 'resize': 'fit'}, 'large': {'w': 616, 'h': 685, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Where is child labour most common in India?
https://t.co/gJKuKWVUOS https://t.co/YByxBbNPmE","Where is child labour most common in India?
https://www.livemint.com/politics/news/where-is-child-labour-most-common-in-india-1549906952167.html …pic.twitter.com/YByxBbNPmE"
177,Mon Feb 11 17:58:14 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/exghsfOeQh', 'expanded_url': 'https://twitter.com/i/web/status/1095019190430257152', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","With no India head, Twitter is in a weak spot to deal with mounting pressure from the government to curb fake news… https://t.co/exghsfOeQh","With no India head, Twitter is in a weak spot to deal with mounting pressure from the government to curb fake news
https://www.livemint.com/industry/media/twitter-feels-the-absence-of-strong-india-leadership-1549906971869.html …pic.twitter.com/BFs92X8FIM"
178,Mon Feb 11 17:24:36 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rg9iB2VP7P', 'expanded_url': 'https://www.livemint.com/market/stock-market-news/new-demat-accounts-scaled-decadal-high-in-2018-1549904354490.html', 'display_url': 'livemint.com/market/stock-m…', 'indices': [47, 70]}], 'media': [{'id': 1095010712668168192, 'id_str': '1095010712668168192', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/DzJCcQnVYAA-q5V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJCcQnVYAA-q5V.jpg', 'url': 'https://t.co/PsUU4ICkC4', 'display_url': 'pic.twitter.com/PsUU4ICkC4', 'expanded_url': 'https://twitter.com/livemint/status/1095010728820453376/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 907, 'h': 604, 'resize': 'fit'}, 'large': {'w': 907, 'h': 604, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}","New demat accounts scaled decadal high in 2018
https://t.co/rg9iB2VP7P https://t.co/PsUU4ICkC4","New demat accounts scaled decadal high in 2018
https://www.livemint.com/market/stock-market-news/new-demat-accounts-scaled-decadal-high-in-2018-1549904354490.html …pic.twitter.com/PsUU4ICkC4"
179,Mon Feb 11 17:16:50 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eq5zQyVN2v', 'expanded_url': 'https://www.livemint.com/technology/tech-news/apple-iphone-sales-in-china-fell-by-a-fifth-in-q4-idc-1549905109841.html', 'display_url': 'livemint.com/technology/tec…', 'indices': [55, 78]}], 'media': [{'id': 1095008746936266753, 'id_str': '1095008746936266753', 'indices': [79, 102], 'media_url': 'http://pbs.twimg.com/media/DzJAp1sU8AERtyk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzJAp1sU8AERtyk.jpg', 'url': 'https://t.co/t5ygv0AE2H', 'display_url': 'pic.twitter.com/t5ygv0AE2H', 'expanded_url': 'https://twitter.com/livemint/status/1095008771691036672/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Apple iPhone sales in China fell by a fifth in Q4 -IDC
https://t.co/eq5zQyVN2v https://t.co/t5ygv0AE2H","Apple iPhone sales in China fell by a fifth in Q4 -IDC
https://www.livemint.com/technology/tech-news/apple-iphone-sales-in-china-fell-by-a-fifth-in-q4-idc-1549905109841.html …pic.twitter.com/t5ygv0AE2H"
180,Mon Feb 11 17:03:31 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/40OUsoW4l5', 'expanded_url': 'https://www.livemint.com/news/india/reports-spark-row-over-anti-graft-clause-in-rafale-deal-1549900270624.html', 'display_url': 'livemint.com/news/india/rep…', 'indices': [56, 79]}], 'media': [{'id': 1095005402717052928, 'id_str': '1095005402717052928', 'indices': [80, 103], 'media_url': 'http://pbs.twimg.com/media/DzI9nLgVYAAL4Uy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzI9nLgVYAAL4Uy.jpg', 'url': 'https://t.co/fSRlZQc51T', 'display_url': 'pic.twitter.com/fSRlZQc51T', 'expanded_url': 'https://twitter.com/livemint/status/1095005422740598784/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 621, 'h': 413, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 621, 'h': 413, 'resize': 'fit'}, 'medium': {'w': 621, 'h': 413, 'resize': 'fit'}}}]}","Reports spark row over anti-graft clause in Rafale deal
https://t.co/40OUsoW4l5 https://t.co/fSRlZQc51T","Reports spark row over anti-graft clause in Rafale deal
https://www.livemint.com/news/india/reports-spark-row-over-anti-graft-clause-in-rafale-deal-1549900270624.html …pic.twitter.com/fSRlZQc51T"
181,Mon Feb 11 16:37:40 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/h2rfNBLdKt', 'expanded_url': 'https://www.livemint.com/politics/news/priyanka-gandhi-unlikely-to-make-big-impact-lok-sabha-elections-prashant-kishor-1549902073045.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [81, 104]}], 'media': [{'id': 1094998904733483008, 'id_str': '1094998904733483008', 'indices': [105, 128], 'media_url': 'http://pbs.twimg.com/media/DzI3s8oUwAAUyjB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzI3s8oUwAAUyjB.jpg', 'url': 'https://t.co/QIMBs0chRi', 'display_url': 'pic.twitter.com/QIMBs0chRi', 'expanded_url': 'https://twitter.com/livemint/status/1094998916192382977/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Priyanka Gandhi unlikely to make big impact Lok Sabha elections: Prashant Kishor
https://t.co/h2rfNBLdKt https://t.co/QIMBs0chRi","Priyanka Gandhi unlikely to make big impact Lok Sabha elections: Prashant Kishor
https://www.livemint.com/politics/news/priyanka-gandhi-unlikely-to-make-big-impact-lok-sabha-elections-prashant-kishor-1549902073045.html …pic.twitter.com/QIMBs0chRi"
182,Mon Feb 11 16:14:01 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EXL1oUoi10', 'expanded_url': 'https://www.livemint.com/politics/news/modi-to-return-as-pm-unfair-to-view-nitish-as-in-the-running-prashant-kishor-1549900483225.html', 'display_url': 'livemint.com/politics/news/…', 'indices': [80, 103]}], 'media': [{'id': 1094992922448060421, 'id_str': '1094992922448060421', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/DzIyQu4VYAUc5YA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzIyQu4VYAUc5YA.jpg', 'url': 'https://t.co/cEiFKcxVVi', 'display_url': 'pic.twitter.com/cEiFKcxVVi', 'expanded_url': 'https://twitter.com/livemint/status/1094992962948280321/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 621, 'h': 414, 'resize': 'fit'}, 'small': {'w': 621, 'h': 414, 'resize': 'fit'}, 'medium': {'w': 621, 'h': 414, 'resize': 'fit'}}}]}","Modi to return as PM, unfair to view Nitish as in the running: Prashant Kishor 
https://t.co/EXL1oUoi10 https://t.co/cEiFKcxVVi","Modi to return as PM, unfair to view Nitish as in the running: Prashant Kishor 
https://www.livemint.com/politics/news/modi-to-return-as-pm-unfair-to-view-nitish-as-in-the-running-prashant-kishor-1549900483225.html …pic.twitter.com/cEiFKcxVVi"
183,Mon Feb 11 16:07:02 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oMlA4d5cyj', 'expanded_url': 'https://www.livemint.com/companies/news/sc-suspects-cartelisation-as-amrapali-s-5-star-hotel-unsold-in-auction-1549900756941.html', 'display_url': 'livemint.com/companies/news…', 'indices': [71, 94]}], 'media': [{'id': 1094991181941882880, 'id_str': '1094991181941882880', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/DzIwra_UwAAHjM_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzIwra_UwAAHjM_.jpg', 'url': 'https://t.co/iSHFJDlstI', 'display_url': 'pic.twitter.com/iSHFJDlstI', 'expanded_url': 'https://twitter.com/livemint/status/1094991206382104576/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","SC suspects cartelisation as Amrapali's 5-star hotel unsold in auction
https://t.co/oMlA4d5cyj https://t.co/iSHFJDlstI","SC suspects cartelisation as Amrapali's 5-star hotel unsold in auction
https://www.livemint.com/companies/news/sc-suspects-cartelisation-as-amrapali-s-5-star-hotel-unsold-in-auction-1549900756941.html …pic.twitter.com/iSHFJDlstI"
184,Mon Feb 11 16:02:57 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/H8SFvpv9hm', 'expanded_url': 'https://www.livemint.com/companies/people/vodafone-idea-appoints-suresh-vaswani-as-independent-director-1549899991621.html', 'display_url': 'livemint.com/companies/peop…', 'indices': [62, 85]}], 'media': [{'id': 1094990125988077568, 'id_str': '1094990125988077568', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/media/DzIvt9QUYAAXiF1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzIvt9QUYAAXiF1.jpg', 'url': 'https://t.co/mKBIAUAXpG', 'display_url': 'pic.twitter.com/mKBIAUAXpG', 'expanded_url': 'https://twitter.com/livemint/status/1094990181038383105/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 621, 'h': 414, 'resize': 'fit'}, 'small': {'w': 621, 'h': 414, 'resize': 'fit'}, 'large': {'w': 621, 'h': 414, 'resize': 'fit'}}}]}","Vodafone Idea appoints Suresh Vaswani as independent director
https://t.co/H8SFvpv9hm https://t.co/mKBIAUAXpG","Vodafone Idea appoints Suresh Vaswani as independent director
https://www.livemint.com/companies/people/vodafone-idea-appoints-suresh-vaswani-as-independent-director-1549899991621.html …pic.twitter.com/mKBIAUAXpG"
