,Date,MetaData,raw_text,text
0,Thu Feb 14 11:15:01 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0oEvW1YrEb', 'expanded_url': 'https://twitter.com/i/web/status/1096004882153259008', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [96, 119]}]}","Day of love? The number of romance scams jumped from 8,500 in 2015 to more than 21,000 in 2018… https://t.co/0oEvW1YrEb","Day of love? The number of romance scams jumped from 8,500 in 2015 to more than 21,000 in 2018

https://mintne.ws/2Idehc8 pic.twitter.com/va9gm90qrR"
1,Thu Feb 14 10:58:22 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PQYH5yHlSF', 'expanded_url': 'https://www.livemint.com/industry/telecom/new-trai-dth-rules-2019-airtel-tv-channels-tata-sky-dish-1550139184708.html', 'display_url': 'livemint.com/industry/telec…', 'indices': [64, 87]}], 'media': [{'id': 1096000678755893248, 'id_str': '1096000678755893248', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/DzXGz3rVAAAroEm.png', 'media_url_https': 'https://pbs.twimg.com/media/DzXGz3rVAAAroEm.png', 'url': 'https://t.co/QotRB7Ke9A', 'display_url': 'pic.twitter.com/QotRB7Ke9A', 'expanded_url': 'https://twitter.com/livemint/status/1096000692957863936/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","New TRAI rules: DTH players to offer customised best fit plans

https://t.co/PQYH5yHlSF https://t.co/QotRB7Ke9A","New TRAI rules: DTH players to offer customised best fit plans

https://www.livemint.com/industry/telecom/new-trai-dth-rules-2019-airtel-tv-channels-tata-sky-dish-1550139184708.html …pic.twitter.com/QotRB7Ke9A"
2,Thu Feb 14 10:38:43 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6igGUd16It', 'expanded_url': 'https://mintne.ws/2Ic8pQ9', 'display_url': 'mintne.ws/2Ic8pQ9', 'indices': [79, 102]}], 'media': [{'id': 1095995728378261504, 'id_str': '1095995728378261504', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/DzXCTuFU8AAa16Q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzXCTuFU8AAa16Q.jpg', 'url': 'https://t.co/YQRoSPBjFK', 'display_url': 'pic.twitter.com/YQRoSPBjFK', 'expanded_url': 'https://twitter.com/livemint/status/1095995746313072640/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Mahindra XUV300 launched in India; prices start ₹7.90 lakh, to take on Brezza

https://t.co/6igGUd16It https://t.co/YQRoSPBjFK","Mahindra XUV300 launched in India; prices start ₹7.90 lakh, to take on Brezza

https://mintne.ws/2Ic8pQ9 pic.twitter.com/YQRoSPBjFK"
3,Thu Feb 14 09:53:43 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WTaqTaSTnL', 'expanded_url': 'https://www.livemint.com/news/world/the-oil-crash-is-over-but-debt-is-still-piling-up-in-the-gulf-1550137423622.html', 'display_url': 'livemint.com/news/world/the…', 'indices': [88, 111]}], 'media': [{'id': 1095984342508040192, 'id_str': '1095984342508040192', 'indices': [112, 135], 'media_url': 'http://pbs.twimg.com/media/DzW38-aU8AAPWK_.png', 'media_url_https': 'https://pbs.twimg.com/media/DzW38-aU8AAPWK_.png', 'url': 'https://t.co/iDC967aYZ6', 'display_url': 'pic.twitter.com/iDC967aYZ6', 'expanded_url': 'https://twitter.com/livemint/status/1095984422329831424/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Saudi Arabia and the UAE have imposed excise and value-added taxes for the first time.

https://t.co/WTaqTaSTnL https://t.co/iDC967aYZ6","Saudi Arabia and the UAE have imposed excise and value-added taxes for the first time.

https://www.livemint.com/news/world/the-oil-crash-is-over-but-debt-is-still-piling-up-in-the-gulf-1550137423622.html …pic.twitter.com/iDC967aYZ6"
4,Thu Feb 14 09:06:34 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CnbNKkkx38', 'expanded_url': 'https://www.livemint.com/companies/news/jet-airways-poised-to-get-rs-600-crore-emergency-loan-1550134523335.html', 'display_url': 'livemint.com/companies/news…', 'indices': [60, 83]}], 'media': [{'id': 1095972535760412672, 'id_str': '1095972535760412672', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/DzWtNu2VYAAwGdT.png', 'media_url_https': 'https://pbs.twimg.com/media/DzWtNu2VYAAwGdT.png', 'url': 'https://t.co/bT8WEBDdBW', 'display_url': 'pic.twitter.com/bT8WEBDdBW', 'expanded_url': 'https://twitter.com/livemint/status/1095972557306523648/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","The fund infusion would come as a lifeline for Jet Airways

https://t.co/CnbNKkkx38 https://t.co/bT8WEBDdBW","The fund infusion would come as a lifeline for Jet Airways

https://www.livemint.com/companies/news/jet-airways-poised-to-get-rs-600-crore-emergency-loan-1550134523335.html …pic.twitter.com/bT8WEBDdBW"
5,Thu Feb 14 08:30:45 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/t0QUmptiXm', 'expanded_url': 'https://mintne.ws/2GpkKif', 'display_url': 'mintne.ws/2GpkKif', 'indices': [60, 83]}], 'media': [{'id': 1095963517985861632, 'id_str': '1095963517985861632', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/DzWlA1BVsAAgYcn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWlA1BVsAAgYcn.jpg', 'url': 'https://t.co/Bfejolnbof', 'display_url': 'pic.twitter.com/Bfejolnbof', 'expanded_url': 'https://twitter.com/livemint/status/1095963544384720896/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1367, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 801, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}}}]}","GST Council to consider rate cut on property: Piyush Goyal

https://t.co/t0QUmptiXm https://t.co/Bfejolnbof","GST Council to consider rate cut on property: Piyush Goyal

https://mintne.ws/2GpkKif pic.twitter.com/Bfejolnbof"
6,Thu Feb 14 08:05:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oskoHZZHUw', 'expanded_url': 'https://mintne.ws/2IbbzUg', 'display_url': 'mintne.ws/2IbbzUg', 'indices': [68, 91]}], 'media': [{'id': 1095946485860986880, 'id_str': '1095946485860986880', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/media/DzWVhbaU8AAtIh1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWVhbaU8AAtIh1.jpg', 'url': 'https://t.co/pbwP7Jjnlw', 'display_url': 'pic.twitter.com/pbwP7Jjnlw', 'expanded_url': 'https://twitter.com/livemint/status/1095957062939332608/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 621, 'h': 414, 'resize': 'fit'}, 'large': {'w': 621, 'h': 414, 'resize': 'fit'}, 'small': {'w': 621, 'h': 414, 'resize': 'fit'}}}]}","Delhi govt vs L-G: Supreme Court holds a split verdict on services

https://t.co/oskoHZZHUw https://t.co/pbwP7Jjnlw","Delhi govt vs L-G: Supreme Court holds a split verdict on services

https://mintne.ws/2IbbzUg pic.twitter.com/pbwP7Jjnlw"
7,Thu Feb 14 08:03:30 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BdQxbXs47g', 'expanded_url': 'https://www.livemint.com/technology/apps/twitter-testing-profile-preview-feature-on-android-ios-app-1550128102466.html', 'display_url': 'livemint.com/technology/app…', 'indices': [61, 84]}], 'media': [{'id': 1095956662429470725, 'id_str': '1095956662429470725', 'indices': [85, 108], 'media_url': 'http://pbs.twimg.com/media/DzWexyFU0AUS7zm.png', 'media_url_https': 'https://pbs.twimg.com/media/DzWexyFU0AUS7zm.png', 'url': 'https://t.co/d7zcyEEzai', 'display_url': 'pic.twitter.com/d7zcyEEzai', 'expanded_url': 'https://twitter.com/livemint/status/1095956685930164225/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Twitter testing profile preview feature on Android, iOS app

https://t.co/BdQxbXs47g https://t.co/d7zcyEEzai","Twitter testing profile preview feature on Android, iOS app

https://www.livemint.com/technology/apps/twitter-testing-profile-preview-feature-on-android-ios-app-1550128102466.html …pic.twitter.com/d7zcyEEzai"
8,Thu Feb 14 07:50:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lUpGHlMakp', 'expanded_url': 'https://mintne.ws/2Ibb9NG', 'display_url': 'mintne.ws/2Ibb9NG', 'indices': [73, 96]}], 'media': [{'id': 1095946190502342656, 'id_str': '1095946190502342656', 'indices': [97, 120], 'media_url': 'http://pbs.twimg.com/media/DzWVQPHVsAAyIUm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWVQPHVsAAyIUm.jpg', 'url': 'https://t.co/MByGhhYdsc', 'display_url': 'pic.twitter.com/MByGhhYdsc', 'expanded_url': 'https://twitter.com/livemint/status/1095953287902318593/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 621, 'h': 414, 'resize': 'fit'}, 'large': {'w': 621, 'h': 414, 'resize': 'fit'}, 'medium': {'w': 621, 'h': 414, 'resize': 'fit'}}}]}","Apple adds two-factor authentication requirement for developer accounts

https://t.co/lUpGHlMakp https://t.co/MByGhhYdsc","Apple adds two-factor authentication requirement for developer accounts

https://mintne.ws/2Ibb9NG pic.twitter.com/MByGhhYdsc"
9,Thu Feb 14 07:35:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Onbxeli3Jp', 'expanded_url': 'https://mintne.ws/2IcadsG', 'display_url': 'mintne.ws/2IcadsG', 'indices': [82, 105]}], 'media': [{'id': 1095945981672079360, 'id_str': '1095945981672079360', 'indices': [106, 129], 'media_url': 'http://pbs.twimg.com/media/DzWVEFKUwAARFka.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWVEFKUwAARFka.jpg', 'url': 'https://t.co/74ouTZEpz1', 'display_url': 'pic.twitter.com/74ouTZEpz1', 'expanded_url': 'https://twitter.com/livemint/status/1095949513032777728/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Petrol price down by 55 paise, diesel by 9 paise this month. Check today's rates

https://t.co/Onbxeli3Jp https://t.co/74ouTZEpz1","Petrol price down by 55 paise, diesel by 9 paise this month. Check today's rates

https://mintne.ws/2IcadsG pic.twitter.com/74ouTZEpz1"
10,Thu Feb 14 07:20:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/91Bn3rE4So', 'expanded_url': 'https://mintne.ws/2IewGFn', 'display_url': 'mintne.ws/2IewGFn', 'indices': [73, 96]}], 'media': [{'id': 1095945642910707712, 'id_str': '1095945642910707712', 'indices': [97, 120], 'media_url': 'http://pbs.twimg.com/media/DzWUwXLUcAAnqc_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWUwXLUcAAnqc_.jpg', 'url': 'https://t.co/ccQn7UMVKa', 'display_url': 'pic.twitter.com/ccQn7UMVKa', 'expanded_url': 'https://twitter.com/livemint/status/1095945738108968961/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Latest FD interest rates: SBI vs Axis Bank vs ICICI vs HDFC Bank vs PNB

https://t.co/91Bn3rE4So https://t.co/ccQn7UMVKa","Latest FD interest rates: SBI vs Axis Bank vs ICICI vs HDFC Bank vs PNB

https://mintne.ws/2IewGFn pic.twitter.com/ccQn7UMVKa"
11,Thu Feb 14 06:30:43 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bVqw4KErZ0', 'expanded_url': 'https://www.livemint.com/technology/tech-news/who-owns-your-facebook-profile-when-you-re-dead-1550116101037.html', 'display_url': 'livemint.com/technology/tec…', 'indices': [49, 72]}], 'media': [{'id': 1095933325934419969, 'id_str': '1095933325934419969', 'indices': [73, 96], 'media_url': 'http://pbs.twimg.com/media/DzWJja3VYAEUjV1.png', 'media_url_https': 'https://pbs.twimg.com/media/DzWJja3VYAEUjV1.png', 'url': 'https://t.co/22xkuksxVO', 'display_url': 'pic.twitter.com/22xkuksxVO', 'expanded_url': 'https://twitter.com/livemint/status/1095933335682015232/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Who owns your Facebook profile when you're dead?
https://t.co/bVqw4KErZ0 https://t.co/22xkuksxVO","Who owns your Facebook profile when you're dead?
https://www.livemint.com/technology/tech-news/who-owns-your-facebook-profile-when-you-re-dead-1550116101037.html …pic.twitter.com/22xkuksxVO"
12,Thu Feb 14 06:28:20 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uumGaPAHrt', 'expanded_url': 'https://www.livemint.com/companies/news/google-to-invest-13-billion-in-the-us-this-year-1550121831883.html', 'display_url': 'livemint.com/companies/news…', 'indices': [70, 93]}], 'media': [{'id': 1095932727914749957, 'id_str': '1095932727914749957', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/DzWJAnEVYAUgx4y.png', 'media_url_https': 'https://pbs.twimg.com/media/DzWJAnEVYAUgx4y.png', 'url': 'https://t.co/faWgkHUtRt', 'display_url': 'pic.twitter.com/faWgkHUtRt', 'expanded_url': 'https://twitter.com/livemint/status/1095932737062547456/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Pichai said the investment would create tens of thousands of new jobs
https://t.co/uumGaPAHrt https://t.co/faWgkHUtRt","Pichai said the investment would create tens of thousands of new jobs
https://www.livemint.com/companies/news/google-to-invest-13-billion-in-the-us-this-year-1550121831883.html …pic.twitter.com/faWgkHUtRt"
13,Thu Feb 14 06:15:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/p06MMYNf3V', 'expanded_url': 'https://mintne.ws/2IeotRz', 'display_url': 'mintne.ws/2IeotRz', 'indices': [52, 75]}], 'media': [{'id': 1095925650718744576, 'id_str': '1095925650718744576', 'indices': [76, 99], 'media_url': 'http://pbs.twimg.com/media/DzWCkqdUYAAtFXy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWCkqdUYAAtFXy.jpg', 'url': 'https://t.co/z9WjUyRq5u', 'display_url': 'pic.twitter.com/z9WjUyRq5u', 'expanded_url': 'https://twitter.com/livemint/status/1095929380465893376/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Himalayas: The climate change fight of the century

https://t.co/p06MMYNf3V https://t.co/z9WjUyRq5u","Himalayas: The climate change fight of the century

https://mintne.ws/2IeotRz pic.twitter.com/z9WjUyRq5u"
14,Thu Feb 14 06:00:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/s9kvZEEP1M', 'expanded_url': 'https://mintne.ws/2Id4539', 'display_url': 'mintne.ws/2Id4539', 'indices': [50, 73]}], 'media': [{'id': 1095924720677974016, 'id_str': '1095924720677974016', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DzWBuhyUcAAoIPE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzWBuhyUcAAoIPE.jpg', 'url': 'https://t.co/cZ08gy7QEv', 'display_url': 'pic.twitter.com/cZ08gy7QEv', 'expanded_url': 'https://twitter.com/livemint/status/1095925605994909696/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Google to invest $13 billion in the US this year

https://t.co/s9kvZEEP1M https://t.co/cZ08gy7QEv","Google to invest $13 billion in the US this year

https://mintne.ws/2Id4539 pic.twitter.com/cZ08gy7QEv"
15,Thu Feb 14 05:30:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4P9YLQzMLi', 'expanded_url': 'https://mintne.ws/2Il2ysa', 'display_url': 'mintne.ws/2Il2ysa', 'indices': [48, 71]}], 'media': [{'id': 1095908050995531776, 'id_str': '1095908050995531776', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/DzVykOYUUAAS5Cr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzVykOYUUAAS5Cr.jpg', 'url': 'https://t.co/n4GAy35Gzh', 'display_url': 'pic.twitter.com/n4GAy35Gzh', 'expanded_url': 'https://twitter.com/livemint/status/1095918056264556545/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Why you shouldn’t waste money on Bharat 22 ETF

https://t.co/4P9YLQzMLi https://t.co/n4GAy35Gzh","Why you shouldn’t waste money on Bharat 22 ETF

https://mintne.ws/2Il2ysa pic.twitter.com/n4GAy35Gzh"
16,Thu Feb 14 05:20:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fLzfPwpVKh', 'expanded_url': 'https://mintne.ws/2IbjeSB', 'display_url': 'mintne.ws/2IbjeSB', 'indices': [69, 92]}], 'media': [{'id': 1095907634245292033, 'id_str': '1095907634245292033', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/DzVyL93UUAEme_u.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzVyL93UUAEme_u.jpg', 'url': 'https://t.co/9mHbb4kzgj', 'display_url': 'pic.twitter.com/9mHbb4kzgj', 'expanded_url': 'https://twitter.com/livemint/status/1095915539208200192/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","2-3 years before retirement goal, secure your profits in debt funds

https://t.co/fLzfPwpVKh https://t.co/9mHbb4kzgj","2-3 years before retirement goal, secure your profits in debt funds

https://mintne.ws/2IbjeSB pic.twitter.com/9mHbb4kzgj"
17,Thu Feb 14 05:15:27 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qcCXfEirw9', 'expanded_url': 'https://twitter.com/i/web/status/1095914395710906369', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}",DHFL shares have lost nearly 50% of their value since allegations of financial mismanagement late last month.… https://t.co/qcCXfEirw9,"DHFL shares have lost nearly 50% of their value since allegations of financial mismanagement late last month.

https://www.livemint.com/market/stock-market-news/dewan-housing-shares-fall-after-ceo-resigns-1550120443046.html …pic.twitter.com/qDytJCkmJF"
18,Thu Feb 14 05:05:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5FpJivUxAs', 'expanded_url': 'https://mintne.ws/2IcBACX', 'display_url': 'mintne.ws/2IcBACX', 'indices': [45, 68]}], 'media': [{'id': 1095907366837469184, 'id_str': '1095907366837469184', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/DzVx8ZsUwAA7ITr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzVx8ZsUwAA7ITr.jpg', 'url': 'https://t.co/juxKXHUvgb', 'display_url': 'pic.twitter.com/juxKXHUvgb', 'expanded_url': 'https://twitter.com/livemint/status/1095911764267552768/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}","Inflation: Spike in eggs, meat, fish prices

https://t.co/5FpJivUxAs https://t.co/juxKXHUvgb","Inflation: Spike in eggs, meat, fish prices

https://mintne.ws/2IcBACX pic.twitter.com/juxKXHUvgb"
19,Thu Feb 14 04:50:00 +0000 2019,"{'hashtags': [{'text': 'Market', 'indices': [0, 7]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hH8dgX3zZw', 'expanded_url': 'https://mintne.ws/2IcXTYX', 'display_url': 'mintne.ws/2IcXTYX', 'indices': [90, 113]}], 'media': [{'id': 1095907040088584192, 'id_str': '1095907040088584192', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/DzVxpYdUcAAH_JK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzVxpYdUcAAH_JK.jpg', 'url': 'https://t.co/jJbGVYMXlG', 'display_url': 'pic.twitter.com/jJbGVYMXlG', 'expanded_url': 'https://twitter.com/livemint/status/1095907989322645515/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 621, 'h': 414, 'resize': 'fit'}, 'medium': {'w': 621, 'h': 414, 'resize': 'fit'}, 'small': {'w': 621, 'h': 414, 'resize': 'fit'}}}]}","#Market | Yes Bank shares surge 30% after lender says FY18 asset quality meets RBI norms

https://t.co/hH8dgX3zZw https://t.co/jJbGVYMXlG","#Market | Yes Bank shares surge 30% after lender says FY18 asset quality meets RBI norms

https://mintne.ws/2IcXTYX pic.twitter.com/jJbGVYMXlG"
20,Thu Feb 14 04:32:59 +0000 2019,"{'hashtags': [{'text': 'GullyBoy', 'indices': [13, 22]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/msuBOyoJtT', 'expanded_url': 'https://www.livemint.com/industry/media/film-review-gully-boy-amplifies-a-voice-from-the-streets-1550117990055.html', 'display_url': 'livemint.com/industry/media…', 'indices': [23, 46]}], 'media': [{'id': 1095903695898722310, 'id_str': '1095903695898722310', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/media/DzVumuYUwAYBTmC.png', 'media_url_https': 'https://pbs.twimg.com/media/DzVumuYUwAYBTmC.png', 'url': 'https://t.co/eWuYLJnMYC', 'display_url': 'pic.twitter.com/eWuYLJnMYC', 'expanded_url': 'https://twitter.com/livemint/status/1095903707068170242/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}","Film review: #GullyBoy
https://t.co/msuBOyoJtT https://t.co/eWuYLJnMYC","Film review: #GullyBoy
https://www.livemint.com/industry/media/film-review-gully-boy-amplifies-a-voice-from-the-streets-1550117990055.html …pic.twitter.com/eWuYLJnMYC"
21,Thu Feb 14 04:30:00 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/saehQzf43S', 'expanded_url': 'https://mintne.ws/2IpGkoX', 'display_url': 'mintne.ws/2IpGkoX', 'indices': [50, 73]}], 'media': [{'id': 1095898898118336512, 'id_str': '1095898898118336512', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/DzVqPdQV4AA1St1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DzVqPdQV4AA1St1.jpg', 'url': 'https://t.co/C84Av80iGR', 'display_url': 'pic.twitter.com/C84Av80iGR', 'expanded_url': 'https://twitter.com/livemint/status/1095902956271087616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 337, 'resize': 'fit'}, 'large': {'w': 600, 'h': 337, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 337, 'resize': 'fit'}}}]}","Who owns your Facebook profile when you're dead?

https://t.co/saehQzf43S https://t.co/C84Av80iGR","Who owns your Facebook profile when you're dead?

https://mintne.ws/2IpGkoX pic.twitter.com/C84Av80iGR"
